150102070,F,School of Literature and Communication,I242.1/353
150903008,F,School of Resources and Environmental Science,B086/38
150111038,M,School of Literature and Communication,K928.63/3-3
140111037,F,School of Literature and Communication,F713.365.2/124*
150808076,F,TS School of Business and Information Technology,I514.45/23-5
151404018,F,School of Fine Arts and Design,I313.45/922*
151207040,F,School of Politics and Social Development,I247.57/5573.2
140808043,F,TS School of Business and Information Technology,TS941.26/71
140803020,F,TS School of Business and Information Technology,TP391.13/159
140802053,M,TS School of Business and Information Technology,I207.227.42/45
140802053,M,TS School of Business and Information Technology,I207.227.42/44
140201015,F,School of Foreign Languages,B823.1/82
140201015,F,School of Foreign Languages,B82/153-2
140201015,F,School of Foreign Languages,B823.1/35-2
140201014,F,School of Foreign Languages,A163-53/1
150801072,F,TS School of Business and Information Technology,B992.3/53
160801126,F,TS School of Business and Information Technology,TP391.41/5651-2
150801072,F,TS School of Business and Information Technology,B992.3/32
150801072,F,TS School of Business and Information Technology,B992.4/59
150801072,F,TS School of Business and Information Technology,B842.6/310=4
141201025,F,School of Politics and Social Development,I313.45/736
141201025,F,School of Politics and Social Development,I313.45/863=2-22
140404048,M,School of Educational Science,TU241/66
161207002,F,School of Politics and Social Development,I267/2371
151404018,F,School of Fine Arts and Design,I267.1/989*
150805030,F,TS School of Business and Information Technology,F222/33
150805030,F,TS School of Business and Information Technology,F23/98
150805030,F,TS School of Business and Information Technology,F233/19-2
150805030,F,TS School of Business and Information Technology,F23/73
150805030,F,TS School of Business and Information Technology,F830.59/271
150805030,F,TS School of Business and Information Technology,F830.9/208#1
150805030,F,TS School of Business and Information Technology,F830.91/58
150805030,F,TS School of Business and Information Technology,F222/16
161202032,F,School of Politics and Social Development,H36/74
161202032,F,School of Politics and Social Development,H36/71-3
141004005,F,"	
School of Chemical Engineering and Material",F746.82/2*
161206035,F,School of Politics and Social Development,I247.57/3508#1
160106022,F,School of Literature and Communication,J292.11/43
150405078,F,School of Educational Science,I267.1/748
141006008,F,"	
School of Chemical Engineering and Material",I313.45/734-26*
140802006,F,TS School of Business and Information Technology,I267/4254*
151203015,F,School of Politics and Social Development,I712.45/2847-84
151203015,F,School of Politics and Social Development,I267/4321
140802053,M,TS School of Business and Information Technology,I207.21/39=2
140802053,M,TS School of Business and Information Technology,I210.1/8.1*
140802053,M,TS School of Business and Information Technology,I216.2/325
140802053,M,TS School of Business and Information Technology,I213.722/2
151207039,F,School of Politics and Social Development,G635.11/3
151207039,F,School of Politics and Social Development,G635.16/21
151207039,F,School of Politics and Social Development,G635.11/4
140111004,F,School of Literature and Communication,H319.37-44/3
140111004,F,School of Literature and Communication,H315/592=4
140612021,M,School of Sailing,I712.55/197
140612021,M,School of Sailing,I242.1/330.1
141002045,M,"	
School of Chemical Engineering and Material",I512.44/305
140111037,F,School of Literature and Communication,I267/4854-14
140111037,F,School of Literature and Communication,I712.45/2847-84
140111037,F,School of Literature and Communication,F713.50/507
140111037,F,School of Literature and Communication,F713.8/295
151007028,F,"	
School of Chemical Engineering and Material",TQ-61/37
151007028,F,"	
School of Chemical Engineering and Material",O6-61/34=2*
160905022,F,School of Resources and Environmental Science,I246.57/45-3
150801072,F,TS School of Business and Information Technology,B992.5/14
141207049,F,School of Politics and Social Development,I267/4359-2
140501009,F,School of Music and Dance,J6-4/40
140501009,F,School of Music and Dance,J6-4/22
140501009,F,School of Music and Dance,J6-4/26=2
140308012,M,School of Physics and Information Engineering,TP391.41/842
140404034,F,School of Educational Science,I561.45/539.3
140202092,F,School of Foreign Languages,H36/204
151203012,F,School of Politics and Social Development,I267.4/249
151203012,F,School of Politics and Social Development,I267.1/1324-4
151203012,F,School of Politics and Social Development,I267.1/1184
150808076,F,TS School of Business and Information Technology,I516.14/11
150104050,F,School of Literature and Communication,I562.45/8-2
150104050,F,School of Literature and Communication,I14/498
150104050,F,School of Literature and Communication,I242.47/236.1=2
150104050,F,School of Literature and Communication,I516.34/10
150104050,F,School of Literature and Communication,I242.47/236=2-2
140104088,M,School of Literature and Communication,I712.45/2818
160902057,F,School of Resources and Environmental Science,I247.57/3128.2
141006033,F,"	
School of Chemical Engineering and Material",F0/121=5
141006033,F,"	
School of Chemical Engineering and Material",H315/576
141006033,F,"	
School of Chemical Engineering and Material",F/9
150903036,F,School of Resources and Environmental Science,I775.45/22=2-23*
151207038,F,School of Politics and Social Development,I561.45/423
160612010,M,School of Sailing,B825-49/103
140405033,F,School of Educational Science,I267/4290
140405033,F,School of Educational Science,I267/4414
150802065,F,TS School of Business and Information Technology,I561.45/86-40
150802065,F,TS School of Business and Information Technology,H31/1164.1
150802065,F,TS School of Business and Information Technology,B992.4/32
140405055,F,School of Educational Science,I247.57/5575.1
140405055,F,School of Educational Science,I247.57/5575.2
140405039,F,School of Educational Science,I246.57/88
140405039,F,School of Educational Science,I247.57/4933.1=2-49
150804027,F,TS School of Business and Information Technology,TP391.41/855
160105029,F,School of Literature and Communication,I247.7/2284
150604041,M,School of Applied Technology,I217.52/42.5
151406001,F,School of Fine Arts and Design,TS941.28/49.2
140803020,F,TS School of Business and Information Technology,TP391.12/125
140803020,F,TS School of Business and Information Technology,TP391.13/153
141202040,M,School of Politics and Social Development,I565.44/642.3
150808071,F,TS School of Business and Information Technology,TS941.12/40
160106019,M,School of Literature and Communication,H319.4/1482
160106019,M,School of Literature and Communication,H313/350
150803040,F,TS School of Business and Information Technology,I313.45/781
150803040,F,TS School of Business and Information Technology,I313.45/330#2
150803009,F,TS School of Business and Information Technology,H31/1510
150803009,F,TS School of Business and Information Technology,H31/1511
140802006,F,TS School of Business and Information Technology,I267.1/1019
140802006,F,TS School of Business and Information Technology,I247.7/2276
160105029,F,School of Literature and Communication,I313.45/786*
151207039,F,School of Politics and Social Development,G633.602/119
150803009,F,TS School of Business and Information Technology,H31/1526
140111004,F,School of Literature and Communication,H319.37/109
160902057,F,School of Resources and Environmental Science,I561.45/250
160904032,F,School of Resources and Environmental Science,I712.45/1424*
151207036,M,School of Politics and Social Development,K20/124.2
151207036,M,School of Politics and Social Development,K20/124.1
151203014,F,School of Politics and Social Development,I247.57/4808*
160401014,F,School of Educational Science,I216.2/317.1
161209009,M,School of Politics and Social Development,I512.44/113
161209009,M,School of Politics and Social Development,H310.42/302
160401064,F,School of Educational Science,I267/4874
140802006,F,TS School of Business and Information Technology,I266/676
140802006,F,TS School of Business and Information Technology,I247.57/5247
140201014,F,School of Foreign Languages,K835.615.6=41/10*
150111038,M,School of Literature and Communication,G236/23
160902057,F,School of Resources and Environmental Science,I312.645/155
150111038,M,School of Literature and Communication,G124/88
150111038,M,School of Literature and Communication,G127.1/9
150111038,M,School of Literature and Communication,H136.3/255
140808043,F,TS School of Business and Information Technology,TS941.26/38
140104012,F,School of Literature and Communication,F243/11
131304096,M,School of Maths and Computer Science,TP393/690
131304096,M,School of Maths and Computer Science,TP393/429
140403020,F,School of Educational Science,G61/215
140403020,F,School of Educational Science,G613.5/68
140403020,F,School of Educational Science,G619.20/1
140403008,F,School of Educational Science,G613.5/54
141002011,F,"	
School of Chemical Engineering and Material",O76/3
141002011,F,"	
School of Chemical Engineering and Material",TB34/35
141002027,F,"	
School of Chemical Engineering and Material",TB34/35
140407007,F,School of Educational Science,J90/89
140401042,F,School of Educational Science,I565.44/284.1
140401042,F,School of Educational Science,I565.44/284.2#1
150903021,F,School of Resources and Environmental Science,TP3/550
150903021,F,School of Resources and Environmental Science,TP3/391
150903022,F,School of Resources and Environmental Science,TP3/550
150903022,F,School of Resources and Environmental Science,TP3/391
140201101,F,School of Foreign Languages,I253.7/299=2
140201101,F,School of Foreign Languages,B825.12=48/1
140201106,F,School of Foreign Languages,I267.1/1321-2
140308012,M,School of Physics and Information Engineering,TP312MA/35
