140605045,F,School of Applied Technology,H319.4:I/124
130808041,F,TS School of Business and Information Technology,I267/4337
130808041,F,TS School of Business and Information Technology,I267/4339
130808080,F,TS School of Business and Information Technology,I313.45/735
130808080,F,TS School of Business and Information Technology,I313.45/716
120604062,F,School of Applied Technology,I711.45/97
120604062,F,School of Applied Technology,I267.1/698
120604062,F,School of Applied Technology,I267.1/894
130808046,F,TS School of Business and Information Technology,TS941.11/79
121004039,M,School of Chemical Engineering and Material,F279.313.3/24
130808072,F,TS School of Business and Information Technology,I227/1241
130808072,F,TS School of Business and Information Technology,I216.2/285*
130808072,F,TS School of Business and Information Technology,I247.81/23
130808072,F,TS School of Business and Information Technology,TS941.11/65*
130906044,F,School of Resources and Environmental Science,TU984/113
130808062,F,TS School of Business and Information Technology,I313.65/82
130808062,F,TS School of Business and Information Technology,I313.45/455#1
130808062,F,TS School of Business and Information Technology,I313.65/88-5*
130102092,F,School of Literature and Communication,I207.227.42/77
140104026,F,School of Literature and Communication,I247.59/143
130604037,F,School of Applied Technology,TP317.1/176
130604037,F,School of Applied Technology,TP368.320.7/2
140605045,F,School of Applied Technology,H319.4:I561.44/89
130501044,F,School of Music and Dance,I313.45/127
120611052,M,School of Sailing,H319.9/1923
120611052,M,School of Sailing,H31/1336
140201106,F,School of Foreign Languages,I313.45/669
120808013,F,TS School of Business and Information Technology,TS941.631/24
120905036,F,School of Resources and Environmental Science,TU238.2/7=2
120905036,F,School of Resources and Environmental Science,TU238/109
120905036,F,School of Resources and Environmental Science,TU204/107
131403027,F,School of Fine Arts and Design,J41/259
131403027,F,School of Fine Arts and Design,J413/49
131403027,F,School of Fine Arts and Design,J215/105
140605045,F,School of Applied Technology,H313/344
140605045,F,School of Applied Technology,H319.4:I/162
140605045,F,School of Applied Technology,B516.47/97.1
131202013,F,School of Politics and Social Development,I267/3307
130604027,F,School of Applied Technology,I266/339
130604027,F,School of Applied Technology,I247.82/13
130604027,F,School of Applied Technology,I267/4154
130604027,F,School of Applied Technology,H319.4/2081
130604027,F,School of Applied Technology,H319.4/2090
130808077,M,TS School of Business and Information Technology,J214.1/17.1
131402018,M,School of Fine Arts and Design,J41/78
130202176,F,School of Foreign Languages,H315.9/177
130201052,F,School of Foreign Languages,H315.9/225
120808013,F,TS School of Business and Information Technology,TS941.631/56
130604037,F,School of Applied Technology,I267.1/921
140105034,F,School of Literature and Communication,I246.57/84*
140105034,F,School of Literature and Communication,I227/953
131201006,F,School of Politics and Social Development,B848.4-49/38-4
140802016,F,TS School of Business and Information Technology,H361/5
130403010,F,School of Educational Science,I267.1/852
130905077,M,School of Resources and Environmental Science,C91/174
140401054,F,School of Educational Science,H319.4:F112/1
140201028,F,School of Foreign Languages,H319.4:I561.44/36
141201004,F,School of Politics and Social Development,I267/4304
131002031,M,School of Chemical Engineering and Material,B84-065/112
140401022,F,School of Educational Science,I267.1/999
140605045,F,School of Applied Technology,K242.09/13
130102075,F,School of Literature and Communication,I565.44/284.2#1
130407022,F,School of Educational Science,H319.9/410
140401054,F,School of Educational Science,H319.4/1396
120102047,F,School of Literature and Communication,I242.4/398.1=2*
141006033,F,School of Chemical Engineering and Material,H319.4:K203/5
141006033,F,School of Chemical Engineering and Material,H311.9/17
131002050,M,School of Chemical Engineering and Material,J41/236
140605010,F,School of Applied Technology,K835.617.6/3
140605010,F,School of Applied Technology,K835.127=6/14
140605010,F,School of Applied Technology,I253.4/116
140605007,F,School of Applied Technology,H019-49/97
131201021,F,School of Politics and Social Development,I247.57/4032
120905001,F,School of Resources and Environmental Science,Q93/52
131403027,F,School of Fine Arts and Design,J215/106.1-2
131102021,M,School of Physical Education,G222.2/109
131102021,M,School of Physical Education,G222.2/108
131102021,M,School of Physical Education,G222/13=6
120902037,M,School of Resources and Environmental Science,B949.92/45
120902037,M,School of Resources and Environmental Science,B949.92/82
120902037,M,School of Resources and Environmental Science,F830.91/173
120902037,M,School of Resources and Environmental Science,F830.91/157
121003016,F,School of Chemical Engineering and Material,B848.4/812
121003016,F,School of Chemical Engineering and Material,B848.4/933
130604030,F,School of Applied Technology,J523.6/13
131005014,F,School of Chemical Engineering and Material,I247.57/4791
130112002,F,School of Literature and Communication,TP391.413/30
130112002,F,School of Literature and Communication,I16/258.1
131006039,F,School of Chemical Engineering and Material,TP312JA/223
131006006,F,School of Chemical Engineering and Material,TP312JA/223
120202067,F,School of Foreign Languages,I267.4/122
